"No.","Time","Source","Destination","Protocol","Length","Info"
"1442","650.490586","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1443","650.580667","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1444","650.670586","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1445","650.761823","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1446","650.805617","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1447","650.895637","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1448","650.985648","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1449","651.075646","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1450","651.165860","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1451","651.210573","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1457","651.301301","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1664","659.539255","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","20","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1668","659.851156","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","28","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1671","660.030777","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","43","Rcvd Handle Value Notification, Handle: 0x001a (Unknown: Unknown)"
"1678","660.121409","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","14","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1691","660.265014","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","32","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1752","660.347361","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","32","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1764","660.436357","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","32","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1768","660.616874","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","13","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1772","660.751799","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","14","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1776","660.887660","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","32","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1780","661.200514","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1781","661.290626","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1782","661.335606","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1783","661.425613","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1784","661.470674","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1785","661.560561","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1786","661.605921","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1787","661.695586","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1788","661.785679","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1789","661.830612","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1790","661.921310","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1791","661.965688","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1792","662.055711","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1793","662.100611","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1794","662.190671","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1795","662.235641","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1796","662.326074","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1797","662.417215","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1798","662.460826","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1799","662.550659","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1800","662.595661","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1801","662.685623","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1802","662.730668","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1803","662.820610","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1804","662.865648","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1805","662.955600","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1806","663.045719","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1807","663.090586","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1808","663.180706","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1809","663.225653","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1810","663.315650","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1811","663.360531","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1812","663.450567","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1813","663.495835","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1814","663.585670","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1815","663.675622","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1816","663.720727","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1817","663.810596","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1818","663.855592","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1819","663.945770","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1820","663.990559","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1821","664.080629","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1822","664.125630","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1823","664.215602","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1824","664.305677","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1825","664.350715","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1826","664.440751","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1827","664.485652","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1828","664.575823","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1829","664.620604","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1830","664.710922","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1831","664.755650","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1832","664.963862","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1833","664.964596","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1834","664.980688","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1842","665.077374","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1844","665.115606","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1845","665.205719","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1846","665.250591","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1847","665.340639","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1848","665.385668","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1849","665.475652","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1850","665.565695","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1851","665.610604","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1852","665.700654","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1853","665.745648","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1854","665.835696","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1855","665.880696","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1856","665.970596","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1857","666.015570","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1858","666.106280","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1859","666.195735","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1860","666.240742","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1861","666.330570","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1862","666.375675","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1863","666.465630","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1864","666.512943","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1865","666.600633","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1866","666.645788","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1867","666.735648","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1868","666.825661","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1869","666.870675","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1870","666.960659","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1871","667.005647","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1872","667.095692","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1873","667.140626","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1874","667.231841","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1875","667.275542","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1876","667.365725","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1877","667.455574","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1878","667.501401","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1879","667.590623","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1880","667.637249","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1881","667.726002","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1882","667.770788","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","30","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1883","667.860731","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","15","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1938","668.356461","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","19","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1939","668.359350","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","253","Rcvd Handle Value Notification, Handle: 0x001a (Unknown: Unknown)"
"1961","668.445599","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","25","Rcvd Handle Value Notification, Handle: 0x001a (Unknown: Unknown)"
"1962","668.490527","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","19","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1963","668.492045","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","175","Rcvd Handle Value Notification, Handle: 0x001a (Unknown: Unknown)"
"1964","668.535682","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","19","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1965","668.536594","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","187","Rcvd Handle Value Notification, Handle: 0x001a (Unknown: Unknown)"
"1966","668.625540","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","19","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1967","668.626980","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","253","Rcvd Handle Value Notification, Handle: 0x001a (Unknown: Unknown)"
"1968","668.671020","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","67","Rcvd Handle Value Notification, Handle: 0x001a (Unknown: Unknown)"
"1969","668.715663","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","19","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
"1970","668.717195","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","253","Rcvd Handle Value Notification, Handle: 0x001a (Unknown: Unknown)"
"1971","668.806263","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","145","Rcvd Handle Value Notification, Handle: 0x001a (Unknown: Unknown)"
"1972","668.850652","81:0a:b7:00:1d:bc (Air5(ID-1DBC))","SamsungElect_dd:c6:25 (A14 de Walter)","ATT","19","Rcvd Handle Value Notification, Handle: 0x0014 (Unknown: Unknown)"
